step,observation,raw_adjustments,adjusted,reward,death_count
430,"[0, -1, -1, 916.1052781903942, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",12.182902,0
431,"[0, -1, -1, 925.7881804633407, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.790915,0
432,"[0, -1, -1, 932.0790956413032, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.282109,0
433,"[0, -1, -1, 940.8612050579536, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.743126,0
434,"[0, -1, -1, 948.1043307135053, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.177652,0
435,"[0, -1, -1, 955.7819824457198, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.279572,0
436,"[0, -1, -1, 964.5615541739365, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.003076,0
437,"[0, -1, -1, 972.0646305468678, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.037074,0
438,"[0, -1, -1, 979.6017044757012, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.629831,0
439,"[0, -1, -1, 987.7315355162705, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.486412,0
440,"[0, -1, -1, 994.717947627142, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.990760,0
441,"[0, -1, -1, 1004.2087077000825, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.964336,0
442,"[0, -1, -1, 1012.6730434839924, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.360622,0
443,"[0, -1, -1, 1020.5336657602559, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.099795,0
444,"[0, -1, -1, 1027.1334602661889, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.061855,0
445,"[0, -1, -1, 1034.695315223293, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.264579,0
446,"[0, -1, -1, 1042.4598945485402, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.776127,0
447,"[0, -1, -1, 1049.7360218045524, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.436848,0
448,"[0, -1, -1, 1057.6728693401424, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.258838,0
449,"[0, -1, -1, 1065.431707815128, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",12.390539,0
450,"[0, -1, -1, 1075.3222470437665, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.022963,0
451,"[0, -1, -1, 1081.8452100272364, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.856316,0
452,"[0, -1, -1, 1089.2015258920665, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.392740,0
453,"[0, -1, -1, 1096.0942663331484, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.608683,0
454,"[0, -1, -1, 1103.202949331288, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.354940,0
455,"[0, -1, -1, 1111.057889494018, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.101448,0
456,"[0, -1, -1, 1118.659337653418, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.691972,0
457,"[0, -1, -1, 1124.8513093593276, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.056607,0
458,"[0, -1, -1, 1132.4079164133284, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.558043,0
459,"[0, -1, -1, 1141.4659593719891, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.739613,0
460,"[0, -1, -1, 1150.7055726464714, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.551111,0
461,"[0, -1, -1, 1156.756683625348, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.056737,0
462,"[0, -1, -1, 1164.3134201689318, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.515896,0
463,"[0, -1, -1, 1172.329316175282, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.430857,0
464,"[0, -1, -1, 1180.2601735135388, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.903873,0
465,"[0, -1, -1, 1187.6640468914927, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.635269,0
466,"[2, -1, -1, 1195.799315571338, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",-0.804856,0
467,"[0, -1, -1, 1192.4944595348695, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.648253,0
468,"[0, -1, -1, 1200.642712329463, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.164829,0
469,"[0, -1, -1, 1207.3075412004514, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.953855,0
470,"[0, -1, -1, 1215.7613957089577, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.434363,0
471,"[0, -1, -1, 1222.6957590769437, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.622825,0
472,"[0, -1, -1, 1229.8185842396904, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",12.408105,0
473,"[0, -1, -1, 1239.7266889299342, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.650296,0
474,"[1, -1, -1, 1247.8769851076167, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1.869759,0
475,"[0, -1, -1, 1247.2467439193229, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.912870,0
476,"[0, -1, -1, 1253.6596143074146, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.406202,0
477,"[0, -1, -1, 1260.5658161920796, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.947195,0
478,"[0, -1, -1, 1269.0130109271838, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.708204,0
479,"[0, -1, -1, 1276.2212146475788, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.285439,0
480,"[0, -1, -1, 1284.0066536959107, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.328718,0
481,"[0, -1, -1, 1291.8353718476221, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.966555,0
482,"[0, -1, -1, 1300.3019273231062, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.483080,0
483,"[0, -1, -1, 1308.2850068721593, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.660115,0
484,"[0, -1, -1, 1315.4451221317443, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.083462,0
485,"[2, -1, -1, 1322.028583805324, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",2.641480,0
486,"[0, -1, -1, 1322.1700634073172, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.281559,0
487,"[0, -1, -1, 1329.9516227197043, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.781351,0
488,"[0, -1, -1, 1337.2329736568286, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.568370,0
489,"[0, -1, -1, 1346.301343904702, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.569661,0
490,"[0, -1, -1, 1352.3710048050561, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.221604,0
491,"[0, -1, -1, 1361.0926083377353, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.993354,0
492,"[0, -1, -1, 1367.5859628327753, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",7.876849,0
493,"[0, -1, -1, 1372.9628114544953, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.362008,0
494,"[0, -1, -1, 1379.824819010509, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.905227,0
495,"[0, -1, -1, 1389.2300459529397, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.381232,0
496,"[0, -1, -1, 1395.1112776193922, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.291031,0
497,"[0, -1, -1, 1401.9023090473854, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.754973,0
498,"[0, -1, -1, 1411.157281729941, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.756401,0
499,"[0, -1, -1, 1418.4136831159512, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.200467,0
500,"[0, -1, -1, 1426.114150098819, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.786868,0
501,"[0, -1, -1, 1432.4010184240747, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.647775,0
502,"[0, -1, -1, 1441.5487931970172, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.996930,0
503,"[0, -1, -1, 1451.0457228068863, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.659538,0
504,"[0, -1, -1, 1458.2052604862708, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.406211,0
505,"[0, -1, -1, 1466.1114711203315, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.852063,0
506,"[0, -1, -1, 1473.4635343332495, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",7.701592,0
507,"[0, -1, -1, 1478.6651262963871, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.593167,0
508,"[0, -1, -1, 1485.758293011833, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.559171,0
509,"[0, -1, -1, 1494.8174635738103, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.322143,0
510,"[0, -1, -1, 1503.6396065812323, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.645418,0
511,"[0, -1, -1, 1510.7850250108954, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.193543,0
512,"[0, -1, -1, 1518.4785682139586, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.999830,0
513,"[0, -1, -1, 1526.9783981651717, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.082109,0
514,"[0, -1, -1, 1534.5605068597906, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.890428,0
515,"[0, -1, -1, 1543.9509346005464, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.739788,0
516,"[0, -1, -1, 1551.1907230197576, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.510786,0
517,"[0, -1, -1, 1558.201508678251, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.578442,0
518,"[0, -1, -1, 1565.2799504713053, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.630958,0
519,"[1, -1, -1, 1572.410908151017, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",2.936092,0
520,"[0, -1, -1, 1572.8469997261866, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.555815,0
521,"[0, -1, -1, 1580.902815015711, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.818445,0
522,"[0, -1, -1, 1589.221259597381, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.680277,0
523,"[0, -1, -1, 1597.401536814945, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.491398,0
524,"[0, -1, -1, 1605.3929350791902, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.255197,0
525,"[0, -1, -1, 1614.1481321183169, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",7.760935,0
526,"[0, -1, -1, 1619.4090675527148, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.792061,0
527,"[1, -1, -1, 1626.701128575684, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",-0.214930,0
528,"[0, -1, -1, 1623.9861986303517, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.901525,0
529,"[0, -1, -1, 1632.3877231422005, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.157984,0
530,"[0, -1, -1, 1639.0457069597433, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.299970,0
531,"[0, -1, -1, 1646.8456767907192, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.823537,0
532,"[0, -1, -1, 1654.1692136339689, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",12.147274,0
533,"[0, -1, -1, 1663.8164874434735, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.290003,0
534,"[0, -1, -1, 1671.606490210766, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.213981,0
535,"[0, -1, -1, 1678.3204711356889, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.346910,0
536,"[0, -1, -1, 1686.16738155547, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.367057,0
537,"[0, -1, -1, 1693.034438892543, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.464801,0
538,"[0, -1, -1, 1700.9992393959933, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.044993,0
539,"[1, -1, -1, 1708.5442319033232, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",2.892600,0
540,"[0, -1, -1, 1708.9368320429712, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.005486,0
541,"[0, -1, -1, 1717.4423176006007, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.106276,0
542,"[0, -1, -1, 1726.0485940719664, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.813747,0
543,"[0, -1, -1, 1733.3623411341002, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.646923,0
544,"[2, -1, -1, 1741.5092641753808, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",-0.586576,0
545,"[0, -1, -1, 1738.422688027749, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.405096,0
546,"[0, -1, -1, 1744.327784115281, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.608662,0
547,"[0, -1, -1, 1752.4364463632685, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.952769,0
548,"[0, -1, -1, 1758.889214945383, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.304472,0
549,"[0, -1, -1, 1765.6936872962108, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.644464,0
550,"[0, -1, -1, 1772.8381515127578, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.628183,0
551,"[0, -1, -1, 1779.9663348077204, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.888283,0
552,"[0, -1, -1, 1786.3546178353047, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.664536,0
553,"[0, -1, -1, 1794.5191538958554, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.222363,0
554,"[0, -1, -1, 1803.2415169486862, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.545795,0
555,"[0, -1, -1, 1809.2873120182762, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.065862,0
556,"[0, -1, -1, 1817.8531739846755, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.779298,0
557,"[0, -1, -1, 1827.1324716530135, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.256609,0
558,"[0, -1, -1, 1832.8890802037288, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.529538,0
559,"[2, -1, -1, 1840.9186180020602, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0.012371,0
560,"[0, -1, -1, 1838.4309886774222, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.988630,0
561,"[0, -1, -1, 1846.9196186956603, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.798370,0
562,"[0, -1, -1, 1854.2179886000351, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.519250,0
563,"[0, -1, -1, 1860.237238224167, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.789733,0
564,"[0, -1, -1, 1867.5269712656789, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.716161,0
565,"[0, -1, -1, 1874.7431322918433, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.295557,0
566,"[0, -1, -1, 1882.5386888038663, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.911029,0
567,"[0, -1, -1, 1888.9497182028695, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.471526,0
568,"[0, -1, -1, 1895.9212440955857, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.625928,0
569,"[0, -1, -1, 1905.0471717604612, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.206886,0
570,"[0, -1, -1, 1912.7540577322031, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.411845,0
571,"[0, -1, -1, 1920.6659025494416, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.529376,0
572,"[0, -1, -1, 1928.6952789017485, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.833067,0
573,"[0, -1, -1, 1936.0283463762066, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",7.677645,0
574,"[0, -1, -1, 1941.205990991096, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.292115,0
575,"[0, -1, -1, 1947.9981056774152, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.107738,0
576,"[1, -1, -1, 1956.6058432581835, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0.725664,0
577,"[0, -1, -1, 1954.831507651213, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.373424,0
578,"[0, -1, -1, 1961.7049315141899, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.183625,0
579,"[0, -1, -1, 1969.3885566633796, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.692896,0
580,"[0, -1, -1, 1977.5814522555968, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.412109,0
581,"[0, -1, -1, 1985.4935609966801, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.066383,0
582,"[0, -1, -1, 1992.0599437869798, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.097286,0
583,"[0, -1, -1, 1999.657230271263, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.318126,0
584,"[0, -1, -1, 2007.4753564353077, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.690540,0
585,"[0, -1, -1, 2013.6658960892746, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.783478,0
586,"[0, -1, -1, 2021.9493741122255, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.231001,0
587,"[0, -1, -1, 2028.6803753700226, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",12.193339,0
588,"[0, -1, -1, 2038.373713932216, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.746095,0
589,"[0, -1, -1, 2046.6198088883298, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.653885,0
590,"[0, -1, -1, 2052.77369360883, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.304855,0
591,"[0, -1, -1, 2059.578549005821, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.105823,0
592,"[0, -1, -1, 2067.1843718289933, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.599600,0
593,"[0, -1, -1, 2074.283972296612, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.104373,0
594,"[0, -1, -1, 2080.888345348592, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.393215,0
595,"[0, -1, -1, 2086.781560033849, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.254160,0
596,"[0, -1, -1, 2094.5357197697435, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.639573,0
597,"[0, -1, -1, 2100.6752927087446, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.197372,0
598,"[0, -1, -1, 2109.372665151732, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.772466,0
599,"[0, -1, -1, 2115.6451306632916, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.585869,0
600,"[0, -1, -1, 2122.730999266641, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.800652,0
