agent_0,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,agent_9,agent_10,agent_11,agent_12,agent_13,agent_14,agent_15,agent_16,agent_17,agent_18,agent_19,agent_20,agent_21,agent_22,agent_23,agent_24,agent_25,agent_26,agent_27,agent_28,agent_29
11,16,8,28,14,1,9,10,14,23,20,18,3,1,5,16,13,2,10,17,23,12,6,9,4,15,11,20,0,7
11,16,8,2,14,1,2,10,21,24,3,18,3,1,5,16,13,2,10,17,4,12,6,9,4,15,15,20,0,7
11,16,8,2,14,1,9,10,22,24,3,18,3,10,5,27,13,2,10,17,23,12,6,9,4,15,11,20,0,7
11,16,8,2,14,29,2,21,21,24,3,18,3,1,5,26,13,2,10,17,23,12,6,9,4,15,11,20,0,7
11,16,8,2,4,25,2,10,21,24,3,18,3,13,5,26,13,2,10,17,23,12,6,9,4,15,11,20,0,7
4,20,8,2,5,25,20,4,21,24,3,18,3,21,5,26,13,2,0,17,2,12,6,10,4,15,22,20,0,7
11,16,7,2,14,25,9,17,7,24,3,18,3,1,5,1,13,2,10,17,23,12,6,9,4,15,22,20,24,4
11,16,8,,14,25,2,4,7,6,3,27,3,1,5,1,13,2,10,17,23,12,6,9,4,15,22,20,0,7
11,16,23,,12,25,2,10,7,6,3,24,3,1,5,1,13,10,10,17,18,12,6,27,4,15,22,2,0,7
11,16,8,,3,25,9,6,7,6,3,27,5,1,5,26,13,6,10,17,23,12,6,27,4,15,11,20,0,7
11,16,8,,14,25,9,22,7,6,5,27,5,1,5,5,13,2,10,17,23,12,6,9,5,15,11,20,0,7
11,16,13,,14,,9,4,3,21,3,18,3,1,5,16,13,2,10,17,23,12,10,9,4,15,11,20,0,7
11,16,8,,14,,,4,21,21,3,18,3,1,5,16,1,2,10,17,23,12,6,21,4,15,11,20,0,7
11,16,8,,14,,,10,21,21,3,18,3,1,5,26,13,2,10,17,23,12,6,9,4,15,15,20,0,7
11,16,8,,14,,,4,,21,3,18,3,1,5,26,13,2,10,9,23,12,6,14,4,15,15,20,0,7
11,16,8,,15,,,22,,21,,18,3,8,5,26,13,2,10,17,23,12,6,9,4,15,15,20,0,3
11,16,8,,14,,,22,,,,18,23,3,5,26,16,2,10,17,23,12,6,9,4,15,15,9,0,7
11,16,8,,14,,,22,,,,18,3,8,5,26,13,2,10,17,23,12,6,9,4,15,15,20,0,7
11,16,8,,14,,,22,,,,18,3,8,5,26,13,2,27,17,23,12,6,23,4,15,15,20,0,7
11,16,8,,14,,,22,,,,18,3,8,5,26,13,2,10,25,23,12,6,7,4,15,15,,0,7
11,22,8,,14,,,22,,,,18,3,8,5,26,13,2,10,25,23,12,6,7,4,15,22,,0,7
11,16,20,,14,,,22,,,,18,3,8,10,26,13,2,10,25,23,17,4,26,,15,15,,0,16
11,13,8,,14,,,22,,,,14,3,8,2,,13,2,10,19,23,12,4,9,,15,11,,0,7
11,,8,,14,,,22,,,,18,3,8,2,,13,2,10,19,23,12,4,9,,15,11,,29,7
11,,8,,14,,,22,,,,19,3,1,2,,13,2,19,25,,12,2,9,,15,,,0,7
11,,2,,4,,,22,,,,19,3,1,2,,13,2,10,4,,12,4,9,,15,,,0,7
11,,8,,14,,,22,,,,19,8,1,2,,13,2,10,19,,12,4,9,,15,,,0,7
11,,8,,14,,,22,,,,19,3,1,5,,13,2,10,20,,12,4,9,,19,,,0,7
25,,8,,14,,,22,,,,19,3,1,19,,21,2,10,25,,7,4,9,,7,,,0,7
15,,8,,14,,,22,,,,19,3,1,17,,21,16,10,20,,12,4,9,,15,,,0,7
24,,8,,14,,,28,,,,18,3,1,20,,21,18,10,25,,12,4,9,,15,,,0,7
5,,8,,14,,,22,,,,18,3,1,20,,21,2,10,19,,12,4,9,,15,,,0,16
5,,8,,14,,,,,,,18,3,1,20,,16,2,10,20,,12,4,9,,16,,,0,7
5,,8,,5,,,,,,,18,3,1,20,,21,2,10,19,,8,4,9,,15,,,0,12
5,,8,,5,,,,,,,18,10,1,20,,21,2,10,19,,12,18,9,,15,,,0,12
5,,8,,7,,,,,,,18,10,1,5,,21,2,10,19,,12,4,9,,,,,23,12
5,,8,,7,,,,,,,18,10,1,5,,21,2,10,19,,24,4,9,,,,,0,12
5,,8,,7,,,,,,,18,10,1,5,,21,2,10,19,,24,4,9,,,,,0,17
5,,8,,7,,,,,,,18,10,1,5,,21,2,10,19,,3,4,9,,,,,0,12
5,,8,,7,,,,,,,18,3,1,5,,21,2,10,19,,3,4,19,,,,,0,12
5,,8,,7,,,,,,,18,3,1,5,,21,2,10,19,,4,4,9,,,,,0,12
5,,8,,7,,,,,,,18,3,1,5,,5,2,10,19,,3,4,9,,,,,0,12
24,,8,,7,,,,,,,18,3,1,0,,13,14,5,19,,3,5,9,,,,,0,12
5,,8,,7,,,,,,,18,3,26,5,,18,2,10,19,,23,3,9,,,,,0,12
5,,8,,7,,,,,,,,5,1,17,,13,2,10,19,,14,4,9,,,,,0,12
5,,8,,7,,,,,,,,3,1,17,,13,2,10,19,,3,20,9,,,,,0,21
5,,8,,7,,,,,,,,3,23,17,,13,2,10,19,,3,21,9,,,,,0,12
